,0,1,2,3,4,5,6
0,-8.574577852881899e-15,-5.773187184739781,-15.019472550242865,6.782501082693868,1.816123213443783,7.925332699037089,0.0
1,-5.7137052142832315e-16,-6.366784924806112,-15.009699943465215,6.747352604696037,1.9546956919382361,7.934673760431404,0.0
2,-4.8847993675421005e-15,-6.819443857049675,-14.610811691755623,6.976679541248335,2.07260995555843,8.162350767628727,0.0
3,-7.516590836273037e-15,-7.632590810622828,-15.180706854433845,7.098025326499444,1.7673908856025686,7.89545234580319,0.0
4,7.868212485564416e-16,-7.378380215852538,-14.942103693083936,6.796871907872301,1.932738058037729,8.036822344104745,0.0
5,-2.491640820742806e-15,-7.3935457345495825,-14.942434543540147,6.831764202015059,1.9406223351152256,8.078767125810192,0.0
6,6.923167905024012e-15,-7.436951763036496,-15.001010214908012,6.839965441171007,1.8688345088543057,8.049782435718907,0.0
7,-1.0338135330344415e-14,-7.459478404232422,-14.741828495749111,6.635651513251226,2.3140293154454374,8.12316834156119,0.0
8,4.306171350229814e-15,-6.944842076641937,-14.788448276919715,6.481959366726132,2.3410937782165457,8.06487159056075,0.0
9,-3.775541249189047e-15,-6.412643011512486,-14.70841956563162,6.364322271369276,2.363924019347815,8.057695253272799,0.0
10,1.1538711097725153e-15,-5.905558167476956,-14.463682193691366,6.749376035367238,2.244748059613118,8.169918651670807,0.0
11,-3.72881499282185e-15,-5.299414643319054,-14.531353358126397,6.187797176076075,2.2424526199175387,7.972535296043617,0.0
12,-2.135359991057738e-15,-4.9025689403385355,-14.345308836765106,6.649699227014701,2.043968705873233,8.098945743098675,0.0
13,1.4695202621372747e-15,-4.417000691207207,-14.282283827344385,6.631171618414163,1.9387469891147946,8.004457988405232,0.0
14,3.5478284935527284e-15,-3.906659169614351,-14.222143787013529,6.561578495825229,1.8425640414602704,7.964243213429594,0.0
15,-2.1608776775311404e-15,-3.463209708275513,-14.191225403503246,6.534381290084747,1.6976711618767595,7.968769775845165,0.0
16,-2.9363586692518645e-15,-3.0364472133228775,-14.735258218569117,6.540293268076702,1.3647872244315937,7.771677357363032,0.0
17,3.800650577907634e-15,-5.074668510293796,-14.898167753561257,6.646376694069998,1.782479737761393,7.9047327500797335,0.0
18,-5.477234974298735e-16,-4.5992614951564805,-14.770624020562575,7.135159464839261,1.5547385321925964,7.958547608535219,0.0
19,-3.0372128894580058e-15,-4.141176908740937,-14.567543083797759,7.103959347579441,1.5026028121138184,7.9717308248764525,0.0
20,1.3316371181190432e-15,-3.873768659370066,-14.795336135679475,6.584670187670475,1.5564645157916033,7.83920022129578,0.0
21,1.1594498540153497e-15,-3.7161070932649514,-14.799326220622618,6.5742042423328515,1.7797295288464539,7.839368451365902,0.0
22,-2.3846387253637953e-15,-3.5429330129716767,-14.776055622011802,6.583781186908816,1.4746832689251805,7.826655776201119,0.0
23,-1.3620674189792745e-16,-3.1664192532058513,-14.732816099430767,6.516113284701536,1.3885410251738415,7.80413356258774,0.0
24,3.8373994237385425e-15,-2.9211714030471696,-14.744016837157245,6.538145592760777,1.3174345482342675,7.777821082589739,0.0
25,1.655262091161725e-15,-2.8526792115986317,-14.750481292779966,6.565996011357148,1.2789596317359524,7.778633938368936,0.0
26,7.699972471585513e-16,-3.0217424519609204,-14.750193114815085,6.56876032058486,1.3261793454782675,7.811071782748237,0.0
